element,position,is_captain,is_vice_captain,multiplier,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,total_points,in_dreamteam,id_x,total_assists,total_bonus,total_bps,total_clean_sheets,total_creativity,total_goals_conceded,total_goals_scored,total_ict_index,total_influence,total_minutes,total_own_goals,total_penalties_missed,total_penalties_saved,total_red_cards,total_saves,total_threat,total_yellow_cards,added,chance_of_playing_next_round,chance_of_playing_this_round,code,draft_rank,dreamteam_count,ep_next,ep_this,event_points,first_name,form,total_in_dreamteam,news,news_added,news_return,news_updated,points_per_game,second_name,squad_number,status,total_total_points,web_name,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,element_type,team,element_id,element_count,singular_name,singular_name_short,plural_name,plural_name_short,entry_id,entry_name,id_y,joined_time,player_first_name,player_last_name,short_name,waiver_pick,game_week
284,7,False,False,1,90,0,0,0,1,0,0,0,0,0,0,0,8,8.0,26.2,42.0,7.6,2,False,284,8,17,479,6,539.1,16,9,177.7,539.4,1607,0,0,0,0,0,699.0,0,2020-08-13T09:27:17.020316Z,,,209244,65,0,,,6,Phil,4.2,False,,,,,4.8,Foden,,a,135,Foden,82,26,48,36,43,23,43,27,3,12,3,295,Midfielder,MID,Midfielders,MID,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,4
392,8,False,False,1,45,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,3.2,0.0,0.3,1,False,392,5,5,238,4,258.4,18,3,87.7,322.4,1397,0,0,0,0,0,298.0,1,2020-08-13T09:27:17.148496Z,100.0,100.0,95715,45,0,,,1,Lucas,0.2,False,,2020-12-30T00:00:14.773116Z,,,2.7,Rodrigues Moura da Silva,,a,80,Lucas Moura,226,94,161,105,134,79,178,99,3,17,3,295,Midfielder,MID,Midfielders,MID,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,4
460,9,False,False,1,90,0,0,1,0,0,0,0,0,0,0,0,0,3.4,3.1,33.0,4.0,2,False,460,1,7,148,4,96.2,10,4,55.0,177.4,824,1,0,0,0,0,275.0,0,2020-08-13T09:27:17.230032Z,100.0,0.0,102057,18,0,,,0,Raúl,0.0,False,,2020-11-29T21:30:19.440583Z,,,4.3,Jiménez,,a,43,Jiménez,310,35,279,44,152,41,274,40,4,20,4,92,Forward,FWD,Forwards,FWD,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,4
437,10,False,False,1,87,1,0,1,0,0,0,0,0,0,0,2,36,44.4,22.8,73.0,14.0,8,False,437,5,19,345,6,350.1,25,10,190.2,517.8,1972,0,0,0,0,0,1038.0,3,2020-08-13T09:27:17.202885Z,100.0,100.0,57531,58,0,,,2,Michail,3.8,False,,2021-04-05T23:00:24.038406Z,,,4.5,Antonio,,a,118,Antonio,117,14,109,13,17,11,40,12,4,19,4,92,Forward,FWD,Forwards,FWD,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,4
118,11,False,False,1,90,0,1,1,0,0,0,0,0,0,0,0,12,7.4,11.3,51.0,7.0,5,False,118,2,8,224,5,121.6,12,6,86.6,277.2,1031,0,0,0,0,0,483.0,0,2020-08-13T09:27:16.822632Z,100.0,100.0,173879,31,0,,,0,Tammy,0.0,False,,2021-03-05T00:00:28.696578Z,,,3.1,Abraham,,a,69,Abraham,245,27,244,37,71,30,188,32,4,5,4,92,Forward,FWD,Forwards,FWD,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,4
305,12,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,305,0,1,218,4,0.0,12,0,27.5,275.4,1125,0,0,0,0,40,0.0,3,2020-08-13T09:27:17.045014Z,,,172649,150,0,,,2,Dean,1.2,False,,,,,3.4,Henderson,,a,44,Henderson,246,22,700,75,699,73,361,22,1,13,1,80,Goalkeeper,GKP,Goalkeepers,GKP,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,4
231,13,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,231,7,12,473,10,770.3,28,8,202.5,588.4,2093,0,0,0,0,0,668.0,4,2020-08-13T09:27:16.957441Z,100.0,100.0,172780,43,0,,,2,James,1.5,False,,2021-02-21T17:00:26.665350Z,,,4.3,Maddison,,a,133,Maddison,77,25,22,18,51,29,35,23,3,9,3,295,Midfielder,MID,Midfielders,MID,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,4
123,14,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,123,3,15,572,9,680.3,29,1,159.1,507.4,2367,0,0,0,0,0,399.0,3,2020-08-13T09:27:16.828669Z,100.0,100.0,225796,304,0,,,1,Reece,1.8,False,,2020-12-28T22:30:16.209052Z,,,3.5,James,,a,112,James,111,40,27,6,94,6,58,7,2,5,2,246,Defender,DEF,Defenders,DEF,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,4
398,15,False,False,1,90,0,0,0,1,0,0,0,0,0,0,0,11,15.6,0.4,34.0,5.0,2,False,398,0,3,256,4,20.0,22,0,45.5,319.2,1486,1,0,0,0,0,114.0,1,2020-08-13T09:27:17.155622Z,,,173904,200,0,,,1,Davinson,0.2,False,,,,,2.4,Sánchez,,a,43,Sánchez,228,89,389,145,271,85,302,101,2,17,2,246,Defender,DEF,Defenders,DEF,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,4
157,1,False,False,1,90,0,0,0,2,0,0,0,0,0,1,0,10,8.6,10.0,0.0,1.9,1,False,157,0,8,570,10,10.1,39,0,65.7,646.6,2742,0,0,0,0,89,0.0,1,2020-08-13T09:27:16.869327Z,100.0,100.0,111234,266,0,,,2,Jordan,4.6,False,,2021-04-02T14:00:27.450320Z,,,3.7,Pickford,,a,114,Pickford,47,15,419,5,675,68,230,14,1,7,1,80,Goalkeeper,GKP,Goalkeepers,GKP,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,4
255,2,False,False,1,90,0,0,0,7,0,0,0,0,0,0,0,13,24.4,27.2,31.0,8.3,-1,False,255,8,19,834,12,1071.0,42,1,216.4,736.6,3384,0,0,0,0,0,354.0,2,2020-08-13T09:27:16.985716Z,100.0,100.0,122798,36,0,,,8,Andrew,6.4,True,,2020-12-01T23:30:25.355446Z,,,4.2,Robertson,,a,161,Robertson,35,8,5,2,106,8,24,2,2,11,2,246,Defender,DEF,Defenders,DEF,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,4
279,3,False,False,1,19,0,0,0,0,0,0,0,0,0,0,0,4,4.6,10.7,2.0,1.7,1,False,279,0,1,150,3,46.9,13,1,24.7,156.0,797,0,0,0,0,0,44.0,4,2020-08-13T09:27:17.014429Z,100.0,100.0,126184,191,0,,,0,Nathan,0.5,False,,2021-01-03T19:00:22.353740Z,,,2.9,Aké,,a,29,Aké,329,126,345,118,361,132,368,128,2,12,2,246,Defender,DEF,Defenders,DEF,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,4
17,4,False,False,1,90,0,0,0,1,0,0,0,0,0,0,0,14,15.6,21.3,0.0,3.7,2,False,17,4,4,483,8,486.0,27,1,112.7,444.6,2299,0,0,0,0,0,195.0,4,2020-08-13T09:27:16.701494Z,100.0,100.0,192895,215,0,,,6,Kieran,4.5,False,,2021-04-03T22:00:20.300277Z,,,3.6,Tierney,,a,96,Tierney,165,64,61,12,187,42,115,21,2,1,2,246,Defender,DEF,Defenders,DEF,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,4
11,5,False,False,1,90,0,2,0,1,0,0,0,0,0,0,3,36,44.8,26.0,4.0,7.5,11,False,11,3,17,421,7,351.8,24,1,94.7,362.8,2089,0,0,0,0,0,232.0,8,2020-08-13T09:27:16.691810Z,100.0,0.0,98745,317,0,,,0,Héctor,0.2,False,,2021-05-19T12:30:20.668794Z,,,3.8,Bellerín,,a,94,Bellerín,204,81,107,22,170,32,158,39,2,1,2,246,Defender,DEF,Defenders,DEF,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,4
4,6,False,False,1,90,0,0,0,1,0,0,0,0,0,0,0,10,9.4,4.6,30.0,4.4,2,False,4,3,11,358,10,325.2,26,10,161.3,489.8,2330,1,0,0,0,0,802.0,2,2020-08-13T09:27:16.676945Z,100.0,100.0,54694,3,0,,,3,Pierre-Emerick,2.8,False,,2021-04-12T08:30:26.681398Z,,,4.5,Aubameyang,,a,131,Aubameyang,136,49,101,71,34,18,52,31,3,1,3,295,Midfielder,MID,Midfielders,MID,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,4
37,7,False,False,1,90,2,3,0,2,0,0,0,0,0,0,3,90,131.4,54.7,60.0,24.6,24,True,37,12,13,531,12,1013.0,28,6,261.7,700.2,2183,0,0,0,0,0,905.0,6,2020-08-13T09:27:16.725760Z,100.0,100.0,114283,37,0,,,2,Jack,1.2,False,,2021-02-21T17:00:26.185544Z,,,5.2,Grealish,,a,135,Grealish,44,16,9,6,27,13,11,7,3,2,3,295,Midfielder,MID,Midfielders,MID,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,4
496,8,False,False,1,22,0,0,0,1,0,0,0,0,0,0,0,4,2.6,0.8,6.0,0.9,1,False,496,2,0,133,0,58.4,12,1,24.5,117.0,511,0,0,0,0,0,70.0,1,2020-09-03T11:05:34.372762Z,100.0,100.0,180184,51,0,,,5,Donny,1.6,False,,2021-03-05T14:30:26.830916Z,,,1.7,van de Beek,,a,32,van de Beek,358,153,335,175,324,162,369,168,3,13,3,295,Midfielder,MID,Midfielders,MID,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,4
106,9,False,False,1,90,1,0,0,2,0,0,0,0,0,0,0,24,36.6,3.9,55.0,9.6,7,False,106,2,4,286,8,579.3,24,3,128.6,274.2,1566,0,0,0,0,0,431.0,0,2020-08-13T09:27:16.808040Z,100.0,0.0,88894,116,0,,,0,Ross,1.0,False,,2021-05-19T00:00:25.526750Z,,,2.9,Barkley,,a,76,Barkley,249,105,46,34,85,49,89,54,3,2,3,295,Midfielder,MID,Midfielders,MID,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,4
368,10,False,False,1,90,0,1,1,0,0,0,0,0,0,0,0,16,23.8,31.3,7.0,6.2,6,False,368,7,4,455,8,496.7,56,4,149.4,541.2,2764,0,0,0,0,0,457.0,3,2020-08-13T09:27:17.119949Z,100.0,100.0,91047,179,0,,,2,Stuart,2.6,False,,2021-02-04T17:00:26.143680Z,,,3.5,Armstrong,,a,115,Armstrong,103,36,59,44,77,45,71,43,3,16,3,295,Midfielder,MID,Midfielders,MID,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,4
164,11,False,False,1,90,1,0,0,2,0,0,0,0,0,0,0,28,41.8,2.3,49.0,9.3,6,False,164,6,21,528,11,302.2,39,16,245.9,740.0,2871,0,0,0,0,0,1420.0,3,2020-08-13T09:27:16.877778Z,100.0,100.0,177815,42,0,,,2,Dominic,3.4,False,,2021-04-12T20:00:19.890611Z,,,5.0,Calvert-Lewin,,a,165,Calvert-Lewin,36,5,131,17,6,4,16,5,4,7,4,92,Forward,FWD,Forwards,FWD,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,4
383,12,False,False,1,90,0,0,0,1,0,0,0,0,0,1,0,11,6.4,0.0,0.0,0.6,2,False,383,0,13,702,12,0.0,45,0,86.7,868.0,3420,0,0,0,0,114,0.0,0,2020-08-13T09:27:17.137730Z,100.0,100.0,37915,180,0,,,2,Hugo,3.5,False,,2020-12-05T03:00:19.701152Z,,,3.9,Lloris,,a,149,Lloris,12,6,709,80,709,79,186,7,1,17,1,80,Goalkeeper,GKP,Goalkeepers,GKP,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,4
282,13,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,282,5,16,453,11,440.2,17,9,178.4,462.4,2056,0,0,0,0,0,881.0,2,2020-08-13T09:27:17.017961Z,100.0,100.0,205651,13,0,,,6,Gabriel Fernando,3.2,False,,2020-12-25T12:30:19.809330Z,,,4.0,de Jesus,,a,115,Jesus,130,17,67,6,23,14,41,13,4,12,4,92,Forward,FWD,Forwards,FWD,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,4
493,14,False,False,1,34,1,0,0,0,0,0,0,0,0,0,3,29,42.2,22.5,72.0,13.7,8,False,493,4,16,341,3,409.7,21,7,142.4,398.4,1279,0,0,0,0,0,617.0,3,2020-09-01T11:01:40.541451Z,100.0,100.0,80954,140,0,,,8,Rodrigo,8.0,False,,2021-04-10T19:00:27.499832Z,,,3.4,Moreno,,a,89,Rodrigo,188,21,84,9,56,23,79,20,4,10,4,92,Forward,FWD,Forwards,FWD,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,4
46,15,False,False,1,90,0,0,0,2,0,0,0,0,0,0,0,10,14.8,0.0,0.0,1.5,1,False,46,0,8,580,12,33.9,46,2,99.1,679.2,3195,0,0,0,0,0,274.0,3,2020-08-13T09:27:16.735978Z,100.0,100.0,199798,487,0,,,2,Ezri,2.6,False,,2020-12-17T18:30:14.260503Z,,,3.3,Konsa Ngoyo,,a,119,Konsa,49,11,359,126,150,22,146,33,2,2,2,246,Defender,DEF,Defenders,DEF,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,4
482,1,False,False,1,90,0,0,0,2,0,0,0,0,0,3,0,13,18.6,0.0,2.0,2.1,2,False,482,0,12,685,5,10.0,63,0,101.5,1001.0,3420,0,0,0,0,146,4.0,1,2020-08-20T13:01:20.559268Z,,,225321,380,0,,,9,Aaron,6.2,False,,,,,3.2,Ramsdale,,a,123,Ramsdale,8,4,388,1,434,3,131,3,1,15,1,80,Goalkeeper,GKP,Goalkeepers,GKP,174070,Dyche Dyche Baby,174474,2020-09-02T14:45:13.292727Z,Dominic,Rech,DR,,4
156,2,False,False,1,90,0,0,0,2,0,0,0,0,0,0,0,11,8.6,0.4,0.0,0.9,1,False,156,1,13,649,11,87.5,43,3,112.4,797.2,2989,0,0,0,0,0,239.0,4,2020-08-13T09:27:16.868157Z,100.0,100.0,106611,282,0,,,0,Michael,4.2,False,,2021-04-23T23:00:17.234660Z,,,3.6,Keane,,a,127,Keane,20,2,292,83,163,28,112,20,2,7,2,246,Defender,DEF,Defenders,DEF,174070,Dyche Dyche Baby,174474,2020-09-02T14:45:13.292727Z,Dominic,Rech,DR,,4
81,3,False,False,1,90,0,0,0,3,0,0,0,1,0,0,0,5,24.0,10.5,29.0,6.4,0,False,81,0,9,534,11,147.1,50,1,125.1,759.2,3240,0,0,0,0,0,339.0,6,2020-08-13T09:27:16.778283Z,100.0,100.0,17761,158,0,,,2,James,3.0,False,,2020-09-17T22:00:10.017429Z,,,3.0,Tarkowski,,a,109,Tarkowski,27,6,223,56,109,10,90,16,2,4,2,246,Defender,DEF,Defenders,DEF,174070,Dyche Dyche Baby,174474,2020-09-02T14:45:13.292727Z,Dominic,Rech,DR,,4
459,4,False,False,1,90,0,0,1,0,0,0,0,0,0,0,0,25,13.0,0.1,0.0,1.3,6,False,459,0,7,606,10,40.1,51,1,82.0,692.2,3303,0,0,0,0,0,85.0,5,2020-08-13T09:27:17.228887Z,100.0,100.0,94147,265,0,,,1,Conor,1.2,False,,2020-11-13T02:00:22.377295Z,,,2.9,Coady,,a,106,Coady,51,13,351,123,304,100,199,55,2,20,2,246,Defender,DEF,Defenders,DEF,174070,Dyche Dyche Baby,174474,2020-09-02T14:45:13.292727Z,Dominic,Rech,DR,,4
468,5,False,False,1,90,0,0,0,7,0,0,0,0,0,0,0,5,10.6,18.6,55.0,8.4,2,False,468,0,9,228,4,188.3,15,9,125.7,387.4,1106,0,0,0,0,0,680.0,2,2020-08-13T09:27:17.238838Z,100.0,50.0,194634,60,0,,,1,Diogo,2.2,False,,2021-05-16T15:30:25.435101Z,,,4.5,Jota,,a,86,Jota,191,74,201,122,50,28,93,55,3,11,3,295,Midfielder,MID,Midfielders,MID,174070,Dyche Dyche Baby,174474,2020-09-02T14:45:13.292727Z,Dominic,Rech,DR,,4
69,6,False,False,1,90,0,1,0,4,0,0,0,0,0,0,0,14,0.0,17.4,43.0,5.9,5,False,69,6,15,406,12,724.3,30,5,202.8,543.4,2602,0,0,0,0,0,759.0,2,2020-08-13T09:27:16.764073Z,100.0,100.0,116216,93,0,,,1,Leandro,3.5,False,,2020-11-07T00:00:21.373051Z,,,3.8,Trossard,,a,132,Trossard,101,35,25,21,41,22,34,22,3,3,3,295,Midfielder,MID,Midfielders,MID,174070,Dyche Dyche Baby,174474,2020-09-02T14:45:13.292727Z,Dominic,Rech,DR,,4
481,7,False,False,1,90,0,0,0,2,0,0,0,0,0,0,0,9,7.2,18.3,10.0,3.6,2,False,481,7,15,565,6,873.6,58,11,227.9,744.0,2574,0,0,0,1,0,661.0,2,2020-08-18T13:22:04.436750Z,100.0,75.0,210407,137,0,,,0,Matheus,4.8,False,,2021-05-21T14:30:25.571486Z,,,4.6,Pereira,,a,153,Pereira,38,13,15,11,53,31,21,13,3,18,3,295,Midfielder,MID,Midfielders,MID,174070,Dyche Dyche Baby,174474,2020-09-02T14:45:13.292727Z,Dominic,Rech,DR,,4
465,8,False,False,1,8,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.1,0.0,0.4,1,False,465,4,5,359,7,751.0,41,2,187.2,475.4,2640,0,0,0,0,0,645.0,4,2020-08-13T09:27:17.235576Z,100.0,100.0,159533,55,0,,,1,Adama,3.2,False,,2021-01-15T18:00:24.824968Z,,,2.5,Traoré,,a,94,Traoré,149,56,23,19,54,32,42,26,3,20,3,295,Midfielder,MID,Midfielders,MID,174070,Dyche Dyche Baby,174474,2020-09-02T14:45:13.292727Z,Dominic,Rech,DR,,4
388,9,False,False,1,90,2,1,0,1,0,0,0,0,0,0,3,64,88.8,32.2,75.0,19.6,16,True,388,14,40,880,12,659.1,39,23,355.9,1318.2,3083,0,0,0,0,0,1585.0,1,2020-08-13T09:27:17.143762Z,100.0,100.0,78830,6,0,,,10,Harry,5.5,True,,2021-04-20T15:00:22.791485Z,,,6.9,Kane,,a,242,Kane,1,1,35,1,3,2,3,1,4,17,4,92,Forward,FWD,Forwards,FWD,174070,Dyche Dyche Baby,174474,2020-09-02T14:45:13.292727Z,Dominic,Rech,DR,,4
184,10,False,False,1,90,0,0,0,1,0,0,0,0,0,0,0,8,6.0,23.2,34.0,6.3,2,False,184,3,7,178,1,323.8,24,3,124.9,245.6,1389,0,1,0,0,0,697.0,3,2020-08-13T09:27:16.901568Z,100.0,0.0,128389,135,0,,,0,Aleksandar,0.5,False,,2021-05-18T21:30:20.169512Z,,,2.3,Mitrović,,a,63,Mitrović,267,29,118,14,49,22,94,22,4,8,4,92,Forward,FWD,Forwards,FWD,174070,Dyche Dyche Baby,174474,2020-09-02T14:45:13.292727Z,Dominic,Rech,DR,,4
91,11,False,False,1,90,0,0,0,3,0,0,0,0,0,0,0,2,1.2,1.1,33.0,3.5,2,False,91,3,16,395,9,321.6,43,12,199.4,595.2,2741,0,0,0,0,0,1085.0,0,2020-08-13T09:27:16.790244Z,100.0,100.0,60689,53,0,,,2,Chris,3.0,False,,2021-01-31T17:30:27.524314Z,,,4.2,Wood,,a,138,Wood,71,9,120,15,13,9,32,9,4,4,4,92,Forward,FWD,Forwards,FWD,174070,Dyche Dyche Baby,174474,2020-09-02T14:45:13.292727Z,Dominic,Rech,DR,,4
252,12,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,252,0,13,660,10,0.1,32,1,76.6,748.6,2970,0,0,1,0,84,17.0,1,2020-08-13T09:27:16.982109Z,100.0,100.0,116535,88,0,,,8,Alisson,7.2,False,,2021-02-03T23:00:31.034249Z,,,4.2,Ramses Becker,,a,140,Alisson,26,9,481,11,397,1,204,9,1,11,1,80,Goalkeeper,GKP,Goalkeepers,GKP,174070,Dyche Dyche Baby,174474,2020-09-02T14:45:13.292727Z,Dominic,Rech,DR,,4
119,13,False,False,1,7,0,0,0,0,0,0,0,0,0,0,0,7,5.4,0.3,0.0,0.6,1,False,119,3,3,264,7,355.2,21,4,138.5,337.4,1731,0,0,0,0,0,695.0,2,2020-08-13T09:27:16.823833Z,100.0,100.0,176413,20,0,,,5,Christian,2.8,False,,2021-04-05T07:30:29.938187Z,,,3.0,Pulisic,,a,82,Pulisic,205,82,96,68,45,25,75,46,3,5,3,295,Midfielder,MID,Midfielders,MID,174070,Dyche Dyche Baby,174474,2020-09-02T14:45:13.292727Z,Dominic,Rech,DR,,4
542,14,False,False,1,90,0,0,0,1,0,0,0,0,0,0,0,13,16.8,44.3,14.0,7.5,2,False,542,6,4,413,8,309.4,31,0,92.5,361.2,2244,1,0,0,0,0,253.0,5,2020-09-22T09:18:27.160896Z,100.0,100.0,199249,163,0,,,1,Sergio,2.2,False,,2021-03-22T11:00:30.395299Z,,,3.3,Reguilón,,a,89,Reguilón,206,82,128,27,159,24,165,43,2,17,2,246,Defender,DEF,Defenders,DEF,174070,Dyche Dyche Baby,174474,2020-09-02T14:45:13.292727Z,Dominic,Rech,DR,,4
347,15,False,False,1,90,0,0,0,2,0,0,0,0,0,0,0,13,16.2,4.6,10.0,3.1,1,False,347,1,2,361,4,274.4,54,0,87.7,412.6,2700,0,0,0,0,0,190.0,6,2020-08-13T09:27:17.095137Z,100.0,100.0,63426,160,0,,,11,Enda,4.8,False,,2021-03-29T22:00:25.768298Z,,,1.9,Stevens,,a,56,Stevens,166,65,139,29,190,44,162,41,2,15,2,246,Defender,DEF,Defenders,DEF,174070,Dyche Dyche Baby,174474,2020-09-02T14:45:13.292727Z,Dominic,Rech,DR,,4
455,1,False,False,1,90,0,0,1,0,0,0,0,0,0,2,0,24,18.2,0.0,0.0,1.8,6,False,455,0,12,626,10,0.0,51,0,76.1,763.6,3330,0,0,1,0,100,0.0,1,2020-08-13T09:27:17.224565Z,100.0,100.0,38533,155,0,,,1,Rui Pedro,2.0,False,,2021-03-15T23:00:23.832306Z,,,3.6,dos Santos Patrício,,a,132,Patrício,30,11,702,76,701,74,215,11,1,20,1,80,Goalkeeper,GKP,Goalkeepers,GKP,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,4
250,2,False,False,1,90,0,0,0,7,0,0,0,1,0,0,0,13,15.4,0.5,0.0,1.6,-2,False,250,0,1,73,1,4.8,11,1,15.3,82.4,370,0,0,0,0,0,66.0,1,2020-08-13T09:27:16.979661Z,100.0,0.0,97032,52,0,,,0,Virgil,0.0,False,,2020-10-17T15:00:18.628318Z,,,3.0,van Dijk,,a,15,van Dijk,388,150,441,168,331,111,401,146,2,11,2,246,Defender,DEF,Defenders,DEF,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,4
266,3,False,False,1,13,0,0,0,0,0,0,0,0,0,0,0,5,2.4,0.3,1.0,0.4,1,False,266,2,8,303,7,173.2,10,0,47.1,195.8,1182,0,0,0,0,0,101.0,6,2020-08-13T09:27:16.998855Z,100.0,100.0,27789,205,0,,,15,Fernando,3.5,False,,2021-02-10T21:30:20.765037Z,,,3.1,Luiz Rosa,,a,65,Fernandinho,266,103,184,40,277,87,264,87,2,12,2,246,Defender,DEF,Defenders,DEF,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,4
239,4,False,False,1,90,0,0,0,3,0,0,0,0,0,0,0,11,8.2,3.5,2.0,1.4,1,False,239,2,13,447,9,290.7,25,2,96.0,472.2,2070,0,0,0,0,0,195.0,4,2020-08-13T09:27:16.966592Z,0.0,0.0,220627,518,0,,,0,James,0.0,False,Knee injury - Unknown return date,2021-02-10T22:30:28.762851Z,,,4.4,Justin,,i,101,Justin,152,60,141,30,194,47,157,38,2,9,2,246,Defender,DEF,Defenders,DEF,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,4
41,5,False,False,1,90,0,0,0,2,0,0,0,0,0,0,0,16,24.2,0.3,2.0,2.7,1,False,41,2,8,633,14,97.3,42,2,116.7,772.0,3194,1,0,0,1,0,293.0,4,2020-08-13T09:27:16.730294Z,100.0,100.0,149484,279,0,,,2,Tyrone,2.2,False,,2021-05-16T14:00:17.935003Z,,,3.6,Mings,,a,128,Mings,22,3,277,75,138,18,101,18,2,2,2,246,Defender,DEF,Defenders,DEF,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,4
272,6,False,False,1,90,0,0,0,1,0,0,0,0,0,0,0,11,19.2,71.3,53.0,14.4,2,False,272,12,19,566,12,1077.8,17,6,265.5,687.2,1995,0,1,0,0,0,888.0,1,2020-08-13T09:27:17.006137Z,100.0,100.0,61366,4,0,,,13,Kevin,3.2,False,,2021-05-08T21:30:21.721412Z,,,5.6,De Bruyne,,a,141,De Bruyne,31,10,4,3,28,14,8,6,3,12,3,295,Midfielder,MID,Midfielders,MID,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,4
18,7,False,False,1,32,1,0,0,1,0,0,0,0,0,0,0,22,34.4,1.1,19.0,5.5,6,False,18,3,11,351,4,230.2,21,10,135.7,407.4,1606,0,0,0,1,0,721.0,1,2020-08-13T09:27:16.703389Z,100.0,100.0,195735,26,0,,,16,Nicolas,10.0,False,,2020-11-22T18:30:18.803078Z,,,3.9,Pépé,,a,114,Pépé,148,55,175,111,39,21,74,45,3,1,3,295,Midfielder,MID,Midfielders,MID,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,4
281,8,False,False,1,25,0,0,0,0,0,0,0,0,0,0,0,5,3.2,12.1,8.0,2.3,1,False,281,7,9,413,11,476.2,18,2,134.1,399.6,2063,0,0,0,0,0,463.0,5,2020-08-13T09:27:17.016793Z,100.0,100.0,165809,32,0,,,0,Bernardo Mota,0.8,False,,2020-09-08T22:30:12.089513Z,,,3.6,Veiga de Carvalho e Silva,,a,94,Bernardo Silva,187,73,64,47,75,43,82,49,3,12,3,295,Midfielder,MID,Midfielders,MID,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,4
