element,position,is_captain,is_vice_captain,multiplier,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,total_points,in_dreamteam,id_x,total_assists,total_bonus,total_bps,total_clean_sheets,total_creativity,total_goals_conceded,total_goals_scored,total_ict_index,total_influence,total_minutes,total_own_goals,total_penalties_missed,total_penalties_saved,total_red_cards,total_saves,total_threat,total_yellow_cards,added,chance_of_playing_next_round,chance_of_playing_this_round,code,draft_rank,dreamteam_count,ep_next,ep_this,event_points,first_name,form,total_in_dreamteam,news,news_added,news_return,news_updated,points_per_game,second_name,squad_number,status,total_total_points,web_name,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,element_type,team,element_id,element_count,singular_name,singular_name_short,plural_name,plural_name_short,entry_id,entry_name,id_y,joined_time,player_first_name,player_last_name,short_name,waiver_pick,game_week
494,15,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,494,0,7,385,6,49.5,24,2,73.3,454.8,1996,0,0,0,1,0,229.0,2,2020-09-02T10:01:55.655688Z,100.0,100.0,226597,383,0,,,6,Gabriel,4.2,False,,2020-12-26T18:00:16.873188Z,,,3.4,Magalhães,,a,78,Gabriel,154,61,341,115,168,31,218,67,2,1,2,246,Defender,DEF,Defenders,DEF,165413,Inter Yernan,165793,2020-09-01T19:53:58.181877Z,Andrew,Wallace,AW,,14
278,1,False,False,1,90,0,0,1,0,0,0,0,1,0,3,0,23,22.4,0.0,0.0,2.2,6,False,278,1,3,696,19,10.0,28,0,54.9,538.6,3240,0,0,1,0,66,0.0,3,2020-08-13T09:27:17.013255Z,100.0,100.0,121160,81,0,,,12,Ederson,4.0,False,,2021-01-01T14:30:20.473224Z,,,4.4,Santana de Moraes,,a,160,Ederson,78,17,424,10,712,80,263,17,1,12,1,80,Goalkeeper,GKP,Goalkeepers,GKP,166238,Bilbao Baggins,166625,2020-09-01T21:09:27.382849Z,Oliver,Bignall,OB,,14
17,2,False,False,1,90,0,0,0,2,0,0,0,1,0,0,0,14,19.6,55.8,6.0,8.1,0,False,17,4,4,483,8,486.0,27,1,112.7,444.6,2299,0,0,0,0,0,195.0,4,2020-08-13T09:27:16.701494Z,100.0,100.0,192895,215,0,,,6,Kieran,4.5,False,,2021-04-03T22:00:20.300277Z,,,3.6,Tierney,,a,96,Tierney,165,64,61,12,187,42,115,21,2,1,2,246,Defender,DEF,Defenders,DEF,166238,Bilbao Baggins,166625,2020-09-01T21:09:27.382849Z,Oliver,Bignall,OB,,14
389,3,False,False,1,63,0,0,0,2,0,0,0,0,0,0,0,6,2.4,9.3,2.0,1.4,1,False,389,3,4,370,6,267.6,22,2,87.4,412.2,1605,0,0,0,0,0,194.0,0,2020-08-13T09:27:17.144931Z,100.0,100.0,80226,167,0,,,0,Serge,0.2,False,,2021-05-16T15:30:25.276092Z,,,4.2,Aurier,,a,80,Aurier,180,71,155,34,195,48,181,48,2,17,2,246,Defender,DEF,Defenders,DEF,166238,Bilbao Baggins,166625,2020-09-01T21:09:27.382849Z,Oliver,Bignall,OB,,14
308,4,False,False,1,90,1,0,0,2,0,0,0,0,0,0,0,21,48.2,0.1,33.0,8.1,7,False,308,1,3,527,10,102.6,30,1,66.4,503.0,2585,0,0,0,0,0,56.0,0,2020-08-13T09:27:17.048567Z,100.0,100.0,184667,267,0,,,0,Victor,0.8,False,,2021-04-02T14:00:27.762902Z,,,3.5,Lindelöf,,a,102,Lindelöf,127,47,263,71,345,122,244,80,2,13,2,246,Defender,DEF,Defenders,DEF,166238,Bilbao Baggins,166625,2020-09-01T21:09:27.382849Z,Oliver,Bignall,OB,,14
497,5,False,False,1,59,0,0,0,0,0,0,0,0,0,0,0,8,9.4,2.0,0.0,1.1,1,False,497,4,7,479,6,350.2,37,2,101.7,486.6,2345,0,0,0,0,0,181.0,1,2020-09-04T11:04:04.504754Z,100.0,100.0,166477,248,0,,,0,Timothy,0.8,False,,2021-01-31T17:00:19.980756Z,,,3.5,Castagne,,a,94,Castagne,142,55,108,23,201,52,143,31,2,9,2,246,Defender,DEF,Defenders,DEF,166238,Bilbao Baggins,166625,2020-09-01T21:09:27.382849Z,Oliver,Bignall,OB,,14
276,6,False,False,1,90,1,0,1,0,0,0,0,0,0,0,0,20,38.0,4.5,28.0,7.1,8,False,276,9,10,458,14,536.5,23,10,248.3,638.2,2534,0,1,0,0,0,1319.0,4,2020-08-13T09:27:17.010874Z,100.0,100.0,103955,5,0,,,5,Raheem,3.2,False,,2021-05-18T22:00:22.750853Z,,,5.0,Sterling,,a,154,Sterling,60,18,45,33,8,3,13,9,3,12,3,295,Midfielder,MID,Midfielders,MID,166238,Bilbao Baggins,166625,2020-09-01T21:09:27.382849Z,Oliver,Bignall,OB,,14
405,7,False,False,1,45,0,0,0,1,0,0,0,0,0,0,0,4,3.0,1.7,4.0,0.9,1,False,405,3,7,407,12,270.8,24,3,96.2,408.0,2086,0,0,0,0,0,281.0,3,2020-08-13T09:27:17.163828Z,100.0,100.0,231372,123,0,,,0,Tanguy,0.8,False,,2021-02-01T00:30:32.325076Z,,,3.0,Ndombele,,a,99,Ndombele,182,71,151,100,145,86,156,87,3,17,3,295,Midfielder,MID,Midfielders,MID,166238,Bilbao Baggins,166625,2020-09-01T21:09:27.382849Z,Oliver,Bignall,OB,,14
465,8,False,False,1,30,0,0,0,0,0,0,0,0,0,0,0,9,15.4,44.9,0.0,6.0,1,False,465,4,5,359,7,751.0,41,2,187.2,475.4,2640,0,0,0,0,0,645.0,4,2020-08-13T09:27:17.235576Z,100.0,100.0,159533,55,0,,,1,Adama,3.2,False,,2021-01-15T18:00:24.824968Z,,,2.5,Traoré,,a,94,Traoré,149,56,23,19,54,32,42,26,3,20,3,295,Midfielder,MID,Midfielders,MID,166238,Bilbao Baggins,166625,2020-09-01T21:09:27.382849Z,Oliver,Bignall,OB,,14
469,9,False,False,1,90,0,0,0,2,0,0,0,0,0,0,0,14,17.2,23.5,32.0,7.3,2,False,469,2,5,240,8,322.0,24,3,106.2,285.6,1661,0,0,0,0,0,456.0,3,2020-08-13T09:27:17.239993Z,0.0,0.0,200600,228,0,,,0,Daniel,0.5,False,Groin Injury - Expected back 01 Aug,2021-05-16T15:30:25.455890Z,,,3.1,Castelo Podence,,i,75,Podence,240,101,122,83,78,46,127,72,3,20,3,295,Midfielder,MID,Midfielders,MID,166238,Bilbao Baggins,166625,2020-09-01T21:09:27.382849Z,Oliver,Bignall,OB,,14
68,10,False,False,1,65,0,0,0,1,0,0,0,0,0,0,0,1,1.8,12.1,58.0,7.2,2,False,68,2,12,334,10,443.2,34,8,198.5,442.2,2508,0,1,0,1,0,1103.0,1,2020-08-13T09:27:16.762841Z,100.0,0.0,115382,54,0,,,0,Neal,-0.2,False,,2021-05-09T15:30:25.744659Z,,,3.2,Maupay,,a,105,Maupay,168,20,72,7,15,10,37,11,4,3,4,92,Forward,FWD,Forwards,FWD,166238,Bilbao Baggins,166625,2020-09-01T21:09:27.382849Z,Oliver,Bignall,OB,,14
507,11,False,False,1,90,1,0,0,1,0,0,0,0,0,0,3,28,45.0,1.3,37.0,8.3,9,False,507,6,22,409,5,230.4,37,12,154.7,557.4,2081,0,0,0,0,0,761.0,2,2020-09-08T11:00:50.835148Z,100.0,0.0,75115,72,0,,,0,Callum,3.2,False,,2021-05-11T10:00:18.023961Z,,,5.2,Wilson,,a,134,Wilson,94,12,180,28,40,19,65,19,4,14,4,92,Forward,FWD,Forwards,FWD,166238,Bilbao Baggins,166625,2020-09-01T21:09:27.382849Z,Oliver,Bignall,OB,,14
128,12,False,False,1,90,0,0,0,7,0,0,0,0,0,0,0,9,4.2,0.0,0.0,0.4,-1,False,128,0,15,639,8,0.0,64,0,79.5,792.2,3330,0,0,1,0,107,0.0,2,2020-08-13T09:27:16.834646Z,,,40836,261,0,,,2,Vicente,2.2,False,,,,,3.4,Guaita,,a,124,Guaita,17,8,675,69,668,66,198,8,1,6,1,80,Goalkeeper,GKP,Goalkeepers,GKP,166238,Bilbao Baggins,166625,2020-09-01T21:09:27.382849Z,Oliver,Bignall,OB,,14
296,13,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,296,6,11,355,5,376.0,26,3,122.5,451.4,1892,0,0,0,0,0,401.0,3,2020-08-13T09:27:17.034596Z,100.0,100.0,74208,27,0,,,0,Paul,1.8,False,,2021-04-09T09:00:29.773323Z,,,3.5,Pogba,,a,92,Pogba,163,62,97,69,93,54,97,58,3,13,3,295,Midfielder,MID,Midfielders,MID,166238,Bilbao Baggins,166625,2020-09-01T21:09:27.382849Z,Oliver,Bignall,OB,,14
123,14,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,123,3,15,572,9,680.3,29,1,159.1,507.4,2367,0,0,0,0,0,399.0,3,2020-08-13T09:27:16.828669Z,100.0,100.0,225796,304,0,,,1,Reece,1.8,False,,2020-12-28T22:30:16.209052Z,,,3.5,James,,a,112,James,111,40,27,6,94,6,58,7,2,5,2,246,Defender,DEF,Defenders,DEF,166238,Bilbao Baggins,166625,2020-09-01T21:09:27.382849Z,Oliver,Bignall,OB,,14
268,15,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,268,1,3,155,4,99.9,4,4,47.3,125.8,554,0,1,0,0,0,254.0,0,2020-08-13T09:27:17.001318Z,100.0,100.0,37572,7,0,,,10,Sergio,3.2,False,,2021-05-14T22:00:21.902094Z,,,3.2,Agüero,,a,38,Agüero,287,31,266,41,118,38,256,38,4,12,4,92,Forward,FWD,Forwards,FWD,166238,Bilbao Baggins,166625,2020-09-01T21:09:27.382849Z,Oliver,Bignall,OB,,14
431,1,False,False,1,90,0,0,0,3,0,0,0,0,0,4,0,16,31.2,0.0,0.0,3.1,2,False,431,0,11,634,10,0.0,44,0,74.5,745.4,3150,0,0,1,0,102,0.0,2,2020-08-13T09:27:17.195639Z,100.0,75.0,37096,286,0,,,9,Lukasz,3.2,False,,2021-05-20T08:30:22.485626Z,,,3.8,Fabianski,,a,133,Fabianski,37,12,692,73,689,72,221,12,1,19,1,80,Goalkeeper,GKP,Goalkeepers,GKP,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,14
490,2,False,False,1,90,1,0,1,0,0,0,0,0,0,0,2,46,56.8,0.9,21.0,7.9,14,True,490,0,10,481,10,73.4,25,2,81.1,515.0,1935,0,0,0,1,0,223.0,3,2020-09-01T11:01:39.401942Z,100.0,100.0,51090,246,0,,,1,Thiago,1.2,False,,2021-04-03T14:00:30.060120Z,,,4.0,Thiago,,a,92,Thiago Silva,105,38,298,86,173,34,195,54,2,5,2,246,Defender,DEF,Defenders,DEF,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,14
200,3,False,False,1,90,1,0,0,6,0,0,0,0,0,0,0,26,45.2,6.5,29.0,8.1,5,False,200,3,15,726,12,454.4,53,8,174.3,757.6,3410,0,0,0,0,0,527.0,7,2020-08-13T09:27:16.920503Z,,,87873,589,0,,,2,Stuart,5.5,True,,,,,4.5,Dallas,,a,171,Dallas,33,7,70,14,64,2,48,4,2,10,2,246,Defender,DEF,Defenders,DEF,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,14
362,4,False,False,1,90,0,0,0,1,0,0,0,0,0,0,0,6,9.2,1.9,2.0,1.3,2,False,362,2,4,404,8,271.8,51,0,71.4,306.8,2598,0,0,0,0,0,135.0,5,2020-08-13T09:27:17.112779Z,100.0,0.0,40146,292,0,,,0,Ryan,0.0,False,,2021-04-21T22:00:22.042619Z,,,2.7,Bertrand,,a,78,Bertrand,229,90,149,32,252,74,229,72,2,16,2,246,Defender,DEF,Defenders,DEF,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,14
435,5,False,False,1,90,0,0,0,3,0,0,0,0,0,0,0,14,10.0,20.6,8.0,3.9,1,False,435,11,21,730,11,888.3,41,0,165.7,669.0,3170,0,0,0,0,0,96.0,3,2020-08-13T09:27:17.200508Z,100.0,100.0,55459,290,0,,,6,Aaron,3.8,False,,2021-05-09T19:00:23.191353Z,,,4.2,Cresswell,,a,153,Cresswell,59,20,12,4,291,95,53,5,2,19,2,246,Defender,DEF,Defenders,DEF,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,14
302,6,False,False,1,70,2,1,0,1,0,0,0,0,0,0,2,64,94.0,36.9,54.0,18.5,17,True,302,14,36,870,13,1414.9,36,18,396.2,1292.6,3101,0,1,0,0,0,1253.0,6,2020-08-13T09:27:17.041560Z,,,141746,8,0,,,0,Bruno Miguel,4.6,True,,,,,6.6,Borges Fernandes,,a,244,Fernandes,2,1,1,1,11,4,1,1,3,13,3,295,Midfielder,MID,Midfielders,MID,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,14
390,7,False,False,1,90,0,0,0,2,0,0,0,0,0,0,0,3,12.6,42.5,55.0,11.0,2,False,390,11,26,777,13,1049.9,36,17,315.2,1052.2,3119,0,0,0,0,0,1046.0,0,2020-08-13T09:27:17.146116Z,100.0,100.0,85971,16,0,,,5,Heung-Min,4.2,True,,2021-03-14T20:00:21.893998Z,,,6.2,Son,,a,228,Son,6,3,8,5,16,6,5,4,3,17,3,295,Midfielder,MID,Midfielders,MID,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,14
382,8,False,False,1,58,0,0,0,1,0,0,0,0,0,0,0,0,1.8,0.8,4.0,0.7,1,False,382,2,0,140,3,97.7,27,1,44.1,178.0,1229,0,0,0,0,0,170.0,5,2020-08-13T09:27:17.136554Z,100.0,100.0,431131,217,0,,,0,Moussa,0.6,False,,2021-03-10T22:00:23.785973Z,,,1.7,Djenepo,,a,46,Djenepo,309,133,274,159,209,107,308,141,3,16,3,295,Midfielder,MID,Midfielders,MID,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,14
231,9,False,False,1,90,0,0,1,0,0,0,0,0,0,0,0,9,15.8,63.8,21.0,10.1,3,False,231,7,12,473,10,770.3,28,8,202.5,588.4,2093,0,0,0,0,0,668.0,4,2020-08-13T09:27:16.957441Z,100.0,100.0,172780,43,0,,,2,James,1.5,False,,2021-02-21T17:00:26.665350Z,,,4.3,Maddison,,a,133,Maddison,77,25,22,18,51,29,35,23,3,9,3,295,Midfielder,MID,Midfielders,MID,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,14
504,10,False,False,1,30,1,0,0,0,0,0,0,0,0,0,1,26,31.2,0.1,25.0,5.6,6,False,504,3,5,198,0,166.1,29,4,114.9,238.2,1352,0,0,0,0,0,758.0,2,2020-09-07T13:11:41.139033Z,,,449988,249,0,,,5,Fabio,3.5,False,,,,,2.2,Silva,,a,72,Fabio Silva,271,30,211,32,42,20,111,26,4,20,4,92,Forward,FWD,Forwards,FWD,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,14
584,11,False,False,1,24,1,0,0,0,0,0,0,0,0,0,3,24,34.0,0.0,53.0,8.7,8,False,584,4,15,286,6,269.7,18,6,117.7,319.8,1541,0,1,0,0,0,595.0,0,2020-10-20T10:18:04.919343Z,100.0,0.0,50175,149,0,,,0,Danny,3.0,False,,2021-05-18T22:00:23.462843Z,,,3.7,Welbeck,,a,89,Welbeck,227,24,153,20,58,25,105,24,4,3,4,92,Forward,FWD,Forwards,FWD,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,14
305,12,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,305,0,1,218,4,0.0,12,0,27.5,275.4,1125,0,0,0,0,40,0.0,3,2020-08-13T09:27:17.045014Z,,,172649,150,0,,,2,Dean,1.2,False,,,,,3.4,Henderson,,a,44,Henderson,246,22,700,75,699,73,361,22,1,13,1,80,Goalkeeper,GKP,Goalkeepers,GKP,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,14
437,13,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,437,5,19,345,6,350.1,25,10,190.2,517.8,1972,0,0,0,0,0,1038.0,3,2020-08-13T09:27:17.202885Z,100.0,100.0,57531,58,0,,,2,Michail,3.8,False,,2021-04-05T23:00:24.038406Z,,,4.5,Antonio,,a,118,Antonio,117,14,109,13,17,11,40,12,4,19,4,92,Forward,FWD,Forwards,FWD,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,14
284,14,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,284,8,17,479,6,539.1,16,9,177.7,539.4,1607,0,0,0,0,0,699.0,0,2020-08-13T09:27:17.020316Z,,,209244,65,0,,,6,Phil,4.2,False,,,,,4.8,Foden,,a,135,Foden,82,26,48,36,43,23,43,27,3,12,3,295,Midfielder,MID,Midfielders,MID,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,14
62,15,False,False,1,90,0,0,0,1,0,0,0,1,0,0,0,8,12.6,15.2,8.0,3.6,1,False,62,0,17,626,11,135.5,40,5,127.6,696.4,2932,1,0,0,2,0,442.0,5,2020-08-13T09:27:16.755613Z,100.0,100.0,83299,263,0,,,1,Lewis,1.0,False,,2021-05-09T15:30:25.704864Z,,,3.9,Dunk,,a,130,Dunk,42,9,230,58,83,3,87,15,2,3,2,246,Defender,DEF,Defenders,DEF,166317,Capoue on your shoe,166704,2020-09-01T21:18:05.523343Z,George,Thompson,GT,,14
383,1,False,False,1,90,0,0,0,2,0,0,0,0,0,3,0,14,18.0,0.0,0.0,1.8,2,False,383,0,13,702,12,0.0,45,0,86.7,868.0,3420,0,0,0,0,114,0.0,0,2020-08-13T09:27:17.137730Z,100.0,100.0,37915,180,0,,,2,Hugo,3.5,False,,2020-12-05T03:00:19.701152Z,,,3.9,Lloris,,a,149,Lloris,12,6,709,80,709,79,186,7,1,17,1,80,Goalkeeper,GKP,Goalkeepers,GKP,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,14
391,2,False,False,1,90,0,0,0,2,0,0,0,1,0,0,0,13,22.0,5.3,4.0,3.1,0,False,391,0,2,463,8,82.2,34,0,77.4,577.0,2520,0,0,0,0,0,114.0,3,2020-08-13T09:27:17.147289Z,100.0,100.0,93264,329,0,,,0,Eric,2.0,False,,2020-10-14T11:30:18.535866Z,,,2.8,Dier,,a,77,Dier,85,31,304,91,269,84,212,65,2,17,2,246,Defender,DEF,Defenders,DEF,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,14
255,3,False,False,1,90,0,1,1,0,0,0,0,0,0,0,1,50,41.4,54.4,0.0,9.6,10,False,255,8,19,834,12,1071.0,42,1,216.4,736.6,3384,0,0,0,0,0,354.0,2,2020-08-13T09:27:16.985716Z,100.0,100.0,122798,36,0,,,8,Andrew,6.4,True,,2020-12-01T23:30:25.355446Z,,,4.2,Robertson,,a,161,Robertson,35,8,5,2,106,8,24,2,2,11,2,246,Defender,DEF,Defenders,DEF,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,14
376,4,False,False,1,90,0,0,0,1,0,0,0,0,0,0,0,14,8.0,1.0,0.0,0.9,2,False,376,1,11,584,9,75.0,62,1,92.9,689.8,3100,1,0,0,1,0,164.0,5,2020-08-13T09:27:17.129542Z,100.0,100.0,171771,477,0,,,0,Jan,0.2,False,,2021-05-11T22:30:20.711772Z,,,2.6,Bednarek,,a,94,Bednarek,52,14,315,98,216,56,164,42,2,16,2,246,Defender,DEF,Defenders,DEF,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,14
4,5,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,4,3,11,358,10,325.2,26,10,161.3,489.8,2330,1,0,0,0,0,802.0,2,2020-08-13T09:27:16.676945Z,100.0,100.0,54694,3,0,,,3,Pierre-Emerick,2.8,False,,2021-04-12T08:30:26.681398Z,,,4.5,Aubameyang,,a,131,Aubameyang,136,49,101,71,34,18,52,31,3,1,3,295,Midfielder,MID,Midfielders,MID,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,14
37,6,False,False,1,90,0,2,1,0,0,0,0,0,0,0,1,40,43.2,92.2,37.0,17.2,10,False,37,12,13,531,12,1013.0,28,6,261.7,700.2,2183,0,0,0,0,0,905.0,6,2020-08-13T09:27:16.725760Z,100.0,100.0,114283,37,0,,,2,Jack,1.2,False,,2021-02-21T17:00:26.185544Z,,,5.2,Grealish,,a,135,Grealish,44,16,9,6,27,13,11,7,3,2,3,295,Midfielder,MID,Midfielders,MID,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,14
106,7,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,106,2,4,286,8,579.3,24,3,128.6,274.2,1566,0,0,0,0,0,431.0,0,2020-08-13T09:27:16.808040Z,100.0,0.0,88894,116,0,,,0,Ross,1.0,False,,2021-05-19T00:00:25.526750Z,,,2.9,Barkley,,a,76,Barkley,249,105,46,34,85,49,89,54,3,2,3,295,Midfielder,MID,Midfielders,MID,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,14
148,8,False,False,1,90,0,0,0,1,0,0,0,0,0,0,0,8,19.0,30.3,23.0,7.2,2,False,148,4,2,185,5,248.0,28,3,88.0,269.8,1629,0,0,0,0,0,366.0,0,2020-08-13T09:27:16.858598Z,100.0,100.0,20467,113,0,,,0,Theo,2.0,False,,2021-01-31T00:00:24.882062Z,,,3.5,Walcott,,a,76,Walcott,254,108,167,106,101,60,176,98,3,16,3,295,Midfielder,MID,Midfielders,MID,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,14
282,9,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,282,5,16,453,11,440.2,17,9,178.4,462.4,2056,0,0,0,0,0,881.0,2,2020-08-13T09:27:17.017961Z,100.0,100.0,205651,13,0,,,6,Gabriel Fernando,3.2,False,,2020-12-25T12:30:19.809330Z,,,4.0,de Jesus,,a,115,Jesus,130,17,67,6,23,14,41,13,4,12,4,92,Forward,FWD,Forwards,FWD,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,14
493,10,False,False,1,90,0,0,0,6,0,0,0,0,0,0,0,18,17.6,57.8,20.0,9.5,2,False,493,4,16,341,3,409.7,21,7,142.4,398.4,1279,0,0,0,0,0,617.0,3,2020-09-01T11:01:40.541451Z,100.0,100.0,80954,140,0,,,8,Rodrigo,8.0,False,,2021-04-10T19:00:27.499832Z,,,3.4,Moreno,,a,89,Rodrigo,188,21,84,9,56,23,79,20,4,10,4,92,Forward,FWD,Forwards,FWD,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,14
164,11,False,False,1,90,0,1,0,1,0,0,0,1,0,0,0,8,1.6,1.5,15.0,1.8,4,False,164,6,21,528,11,302.2,39,16,245.9,740.0,2871,0,0,0,0,0,1420.0,3,2020-08-13T09:27:16.877778Z,100.0,100.0,177815,42,0,,,2,Dominic,3.4,False,,2021-04-12T20:00:19.890611Z,,,5.0,Calvert-Lewin,,a,165,Calvert-Lewin,36,5,131,17,6,4,16,5,4,7,4,92,Forward,FWD,Forwards,FWD,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,14
157,12,False,False,1,90,0,0,0,1,0,0,0,0,0,1,0,9,11.6,0.0,0.0,1.2,2,False,157,0,8,570,10,10.1,39,0,65.7,646.6,2742,0,0,0,0,89,0.0,1,2020-08-13T09:27:16.869327Z,100.0,100.0,111234,266,0,,,2,Jordan,4.6,False,,2021-04-02T14:00:27.450320Z,,,3.7,Pickford,,a,114,Pickford,47,15,419,5,675,68,230,14,1,7,1,80,Goalkeeper,GKP,Goalkeepers,GKP,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,14
46,13,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,46,0,8,580,12,33.9,46,2,99.1,679.2,3195,0,0,0,0,0,274.0,3,2020-08-13T09:27:16.735978Z,100.0,100.0,199798,487,0,,,2,Ezri,2.6,False,,2020-12-17T18:30:14.260503Z,,,3.3,Konsa Ngoyo,,a,119,Konsa,49,11,359,126,150,22,146,33,2,2,2,246,Defender,DEF,Defenders,DEF,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,14
11,14,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,11,3,17,421,7,351.8,24,1,94.7,362.8,2089,0,0,0,0,0,232.0,8,2020-08-13T09:27:16.691810Z,100.0,0.0,98745,317,0,,,0,Héctor,0.2,False,,2021-05-19T12:30:20.668794Z,,,3.8,Bellerín,,a,94,Bellerín,204,81,107,22,170,32,158,39,2,1,2,246,Defender,DEF,Defenders,DEF,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,14
468,15,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,468,0,9,228,4,188.3,15,9,125.7,387.4,1106,0,0,0,0,0,680.0,2,2020-08-13T09:27:17.238838Z,100.0,50.0,194634,60,0,,,1,Diogo,2.2,False,,2021-05-16T15:30:25.435101Z,,,4.5,Jota,,a,86,Jota,191,74,201,122,50,28,93,55,3,11,3,295,Midfielder,MID,Midfielders,MID,169801,McGinn and Tonic,170199,2020-09-02T07:52:28.102398Z,Jonathan,Hall,JH,,14
252,1,False,False,1,90,0,0,1,0,0,0,0,0,0,3,0,26,25.0,0.0,0.0,2.5,7,False,252,0,13,660,10,0.1,32,1,76.6,748.6,2970,0,0,1,0,84,17.0,1,2020-08-13T09:27:16.982109Z,100.0,100.0,116535,88,0,,,8,Alisson,7.2,False,,2021-02-03T23:00:31.034249Z,,,4.2,Ramses Becker,,a,140,Alisson,26,9,481,11,397,1,204,9,1,11,1,80,Goalkeeper,GKP,Goalkeepers,GKP,174070,Dyche Dyche Baby,174474,2020-09-02T14:45:13.292727Z,Dominic,Rech,DR,,14
572,2,False,False,1,30,0,0,0,1,0,0,0,0,0,0,0,5,11.6,28.3,17.0,5.7,1,False,572,2,3,149,1,200.7,11,0,40.1,168.6,689,0,0,0,0,0,33.0,0,2020-10-06T12:14:18.913037Z,100.0,100.0,152590,146,0,,,2,Alex Nicolao,0.6,False,,2020-11-29T17:00:23.962457Z,,,2.8,Telles,,a,25,Telles,322,123,193,45,372,138,323,113,2,13,2,246,Defender,DEF,Defenders,DEF,174070,Dyche Dyche Baby,174474,2020-09-02T14:45:13.292727Z,Dominic,Rech,DR,,14
